subject_id,T2_1 Set scale (0.5 cm): pixel_length,T2_1 Set scale (0.5 cm): x1,T2_1 Set scale (0.5 cm): x2,T2_1 Set scale (0.5 cm): y1,T2_1 Set scale (0.5 cm): y2,T2_1 Tegula length: length cm,T2_1 Tegula length: pixel_length,T2_1 Tegula length: x1,T2_1 Tegula length: x2,T2_1 Tegula length: y1,T2_1 Tegula length: y2,T3_1 Were you able to measure the bee?,genus,catalogNumber,scientificName,specificEpithet,originalFilename,subspecificEpithet
75817991,250.0,2372,2622,431,430,0.1,48.26,2314,2309,1188,1236,Yes,Hesperapis,EMEC1326667,Hesperapis arenicola,arenicola,EMEC1326667 Hesperapis arenicola.jpg,
75817992,249.01,2346,2595,509,507,0.22,109.02,2313,2422,1153,1155,Yes,Hesperapis,EMEC1326668,Hesperapis arenicola,arenicola,EMEC1326668 Hesperapis arenicola.jpg,
75817993,269.67,2504,2768,814,759,0.3,160.85,2538,2686,1404,1341,Yes,Hesperapis,EMEC1326669,Hesperapis arenicola,arenicola,EMEC1326669 Hesperapis arenicola.jpg,
75817994,244.0,2395,2639,437,436,0.26,125.32,2301,2426,1048,1039,Yes,Hesperapis,EMEC1326670,Hesperapis arenicola,arenicola,EMEC1326670 Hesperapis arenicola.jpg,
75817995,142.0,2376,2518,443,442,0.27,77.03,2352,2429,1127,1129,Yes,Hesperapis,EMEC1326671,Hesperapis arenicola,arenicola,EMEC1326671 Hesperapis arenicola.jpg,
75817996,224.04,2354,2578,574,570,0.25,111.22,2288,2399,1142,1135,Yes,Hesperapis,EMEC1326672,Hesperapis arenicola,arenicola,EMEC1326672 Hesperapis arenicola.jpg,
75817997,244.03,2375,2619,430,426,0.22,107.35,2311,2417,1177,1160,Yes,Hesperapis,EMEC1326673,Hesperapis arenicola,arenicola,EMEC1326673 Hesperapis arenicola.jpg,
75817998,244.0,2331,2575,416,415,0.25,120.2,2282,2402,1097,1090,Yes,Hesperapis,EMEC1326674,Hesperapis arenicola,arenicola,EMEC1326674 Hesperapis arenicola.jpg,
75817999,247.0,2436,2683,396,396,0.25,122.0,2366,2488,1114,1115,Yes,Hesperapis,EMEC1326675,Hesperapis arenicola,arenicola,EMEC1326675 Hesperapis arenicola.jpg,
75818000,242.01,2393,2635,428,430,0.22,107.17,2298,2405,1138,1144,Yes,Hesperapis,EMEC1326676,Hesperapis arenicola,arenicola,EMEC1326676 Hesperapis arenicola.jpg,
75818001,243.0,2347,2590,361,361,0.24,115.11,2291,2406,1104,1099,Yes,Hesperapis,EMEC1326677,Hesperapis arenicola,arenicola,EMEC1326677 Hesperapis arenicola.jpg,
75818002,244.01,2432,2676,429,431,0.2,97.01,2381,2478,1137,1136,Yes,Hesperapis,EMEC1326678,Hesperapis arenicola,arenicola,EMEC1326678 Hesperapis arenicola.jpg,
75818003,311.0,2378,2689,436,437,0.17,108.04,2348,2456,1147,1150,Yes,Hesperapis,EMEC1326679,Hesperapis arenicola,arenicola,EMEC1326679 Hesperapis arenicola.jpg,
75818004,240.07,2383,2623,419,425,0.14,67.03,2271,2338,1148,1150,Yes,Hesperapis,EMEC1326680,Hesperapis arenicola,arenicola,EMEC1326680 Hesperapis arenicola.jpg,
75818005,246.0,2409,2655,423,423,0.18,87.21,2316,2403,1132,1138,Yes,Hesperapis,EMEC1326681,Hesperapis arenicola,arenicola,EMEC1326681 Hesperapis arenicola.jpg,
75818006,245.0,2382,2627,430,429,0.14,68.01,2353,2421,1104,1105,Yes,Hesperapis,EMEC1326682,Hesperapis arenicola,arenicola,EMEC1326682 Hesperapis arenicola.jpg,
75818007,217.19,2369,2568,522,609,0.28,123.04,2320,2406,1118,1206,Yes,Hesperapis,EMEC1326683,Hesperapis arenicola,arenicola,EMEC1326683 Hesperapis arenicola.jpg,
75818008,248.0,2394,2642,423,424,0.19,95.02,2276,2371,1144,1146,Yes,Hesperapis,EMEC1326684,Hesperapis arenicola,arenicola,EMEC1326684 Hesperapis arenicola.jpg,
75818009,246.01,2376,2622,416,414,0.22,110.07,2188,2298,1135,1139,Yes,Hesperapis,EMEC1326685,Hesperapis arenicola,arenicola,EMEC1326685 Hesperapis arenicola.jpg,
75818010,247.0,2418,2665,416,417,0.21,103.24,2399,2502,1128,1121,Yes,Hesperapis,EMEC1326686,Hesperapis arenicola,arenicola,EMEC1326686 Hesperapis arenicola.jpg,
75818011,238.0,2385,2623,420,421,0.28,130.98,2305,2435,1349,1365,No,Hesperapis,EMEC1326687,Hesperapis arenicola,arenicola,EMEC1326687 Hesperapis arenicola.jpg,
75818012,248.02,2364,2612,422,419,0.24,121.04,2282,2403,1119,1116,Yes,Hesperapis,EMEC1326688,Hesperapis arenicola,arenicola,EMEC1326688 Hesperapis arenicola.jpg,
75818013,251.01,2435,2686,410,412,0.22,112.02,2354,2466,1168,1170,Yes,Hesperapis,EMEC1326689,Hesperapis arenicola,arenicola,EMEC1326689 Hesperapis arenicola.jpg,
75818014,243.01,2345,2588,422,424,0.23,114.0,2351,2465,1184,1185,Yes,Hesperapis,EMEC1326690,Hesperapis arenicola,arenicola,EMEC1326690 Hesperapis arenicola.jpg,
75818015,260.63,2437,2686,542,619,0.25,131.31,2255,2376,1209,1260,Yes,Hesperapis,EMEC1326691,Hesperapis arenicola,arenicola,EMEC1326691 Hesperapis arenicola.jpg,
75818016,245.0,2429,2674,443,443,0.11,54.01,2405,2459,1173,1172,Yes,Hesperapis,EMEC1326692,Hesperapis arenicola,arenicola,EMEC1326692 Hesperapis arenicola.jpg,
75818017,215.41,2554,2738,821,709,0.41,177.0,2587,2728,1414,1307,Yes,Hesperapis,EMEC1326693,Hesperapis arenicola,arenicola,EMEC1326693 Hesperapis arenicola.jpg,
75818018,243.0,2375,2618,445,444,0.25,121.0,2287,2408,1124,1125,Yes,Hesperapis,EMEC1326694,Hesperapis arenicola,arenicola,EMEC1326694 Hesperapis arenicola.jpg,
75818019,240.0,2381,2621,453,452,0.23,109.04,2360,2469,1102,1099,Yes,Hesperapis,EMEC1326695,Hesperapis arenicola,arenicola,EMEC1326695 Hesperapis arenicola.jpg,
75818020,144.01,2372,2516,448,446,0.39,112.54,2218,2330,1165,1176,Yes,Hesperapis,EMEC1326696,Hesperapis arenicola,arenicola,EMEC1326696 Hesperapis arenicola.jpg,
75818021,246.0,2375,2621,438,437,0.24,116.04,2288,2404,1148,1145,Yes,Hesperapis,EMEC1326697,Hesperapis arenicola,arenicola,EMEC1326697 Hesperapis arenicola.jpg,
75818022,245.01,2388,2633,448,450,0.19,94.02,2308,2402,1074,1076,Yes,Hesperapis,EMEC1326698,Hesperapis arenicola,arenicola,EMEC1326698 Hesperapis arenicola.jpg,
75818023,246.0,2377,2623,435,434,0.21,102.31,2296,2398,1291,1299,No,Hesperapis,EMEC1326699,Hesperapis arenicola,arenicola,EMEC1326699 Hesperapis arenicola.jpg,
75818024,244.0,2411,2655,437,437,0.22,108.07,2273,2381,1159,1155,Yes,Hesperapis,EMEC1326700,Hesperapis arenicola,arenicola,EMEC1326700 Hesperapis arenicola.jpg,
75818025,245.03,2380,2625,430,426,0.23,111.54,2319,2430,1222,1211,Yes,Hesperapis,EMEC1326701,Hesperapis arenicola,arenicola,EMEC1326701 Hesperapis arenicola.jpg,
75818026,146.0,2375,2521,443,442,0.34,99.02,2266,2365,1109,1107,Yes,Hesperapis,EMEC1326702,Hesperapis arenicola,arenicola,EMEC1326702 Hesperapis arenicola.jpg,
75818027,174.0,2449,2623,569,568,0.25,87.05,2418,2505,935,938,Yes,Hesperapis,EMEC1326703,Hesperapis arenicola,arenicola,EMEC1326703 Hesperapis arenicola.jpg,
75818028,246.0,1993,2239,594,595,0.26,128.32,1720,1848,1208,1217,Yes,Hesperapis,EMEC1326704,Hesperapis arenicola,arenicola,EMEC1326704 Hesperapis arenicola.jpg,
75818029,248.0,1802,2050,596,597,0.24,121.5,1798,1919,1260,1249,Yes,Hesperapis,EMEC1326705,Hesperapis arenicola,arenicola,EMEC1326705 Hesperapis arenicola.jpg,
75818030,213.44,1829,2023,803,892,0.32,135.09,1862,1997,1228,1233,Yes,Hesperapis,EMEC1326706,Hesperapis arenicola,arenicola,EMEC1326706 Hesperapis arenicola.jpg,
75818031,246.0,1797,2043,623,623,0.18,86.83,1896,1982,1242,1230,Yes,Hesperapis,EMEC1326707,Hesperapis arenicola,arenicola,EMEC1326707 Hesperapis arenicola.jpg,
75818032,251.0,1796,2047,598,597,0.24,119.02,1792,1911,1317,1319,Yes,Hesperapis,EMEC1326708,Hesperapis arenicola,arenicola,EMEC1326708 Hesperapis arenicola.jpg,
75818033,149.05,1849,1998,600,596,0.41,122.2,1824,1946,1252,1259,Yes,Hesperapis,EMEC1326709,Hesperapis arenicola,arenicola,EMEC1326709 Hesperapis arenicola.jpg,
75818034,252.0,1799,2051,582,583,0.25,128.04,1737,1865,1160,1157,Yes,Hesperapis,EMEC1326710,Hesperapis arenicola,arenicola,EMEC1326710 Hesperapis arenicola.jpg,
75818035,252.01,1797,2049,599,601,0.22,111.16,1732,1843,1240,1234,Yes,Hesperapis,EMEC1326711,Hesperapis arenicola,arenicola,EMEC1326711 Hesperapis arenicola.jpg,
75818036,246.07,1930,2176,578,584,0.3,148.03,1923,2071,1230,1233,Yes,Hesperapis,EMEC1326712,Hesperapis arenicola,arenicola,EMEC1326712 Hesperapis arenicola.jpg,
75818037,250.01,1871,2121,616,618,0.22,108.04,1790,1898,1182,1185,Yes,Hesperapis,EMEC1326713,Hesperapis arenicola,arenicola,EMEC1326713 Hesperapis arenicola.jpg,
75818038,248.0,1794,2042,609,608,0.23,111.65,1749,1860,1178,1190,Yes,Hesperapis,EMEC1326714,Hesperapis arenicola,arenicola,EMEC1326714 Hesperapis arenicola.jpg,
75818039,247.01,1841,2088,600,602,0.23,113.44,1754,1866,1217,1235,Yes,Hesperapis,EMEC1326715,Hesperapis arenicola,arenicola,EMEC1326715 Hesperapis arenicola.jpg,
75818040,246.01,1799,2045,611,613,0.28,139.03,1786,1925,1292,1295,Yes,Hesperapis,EMEC1326716,Hesperapis arenicola,arenicola,EMEC1326716 Hesperapis arenicola.jpg,
75818041,151.03,1921,2072,596,599,0.4,121.93,1826,1947,1200,1215,Yes,Hesperapis,EMEC1326717,Hesperapis arenicola,arenicola,EMEC1326717 Hesperapis arenicola.jpg,
75818042,247.0,1754,2001,616,615,0.22,109.18,1786,1882,1191,1139,Yes,Hesperapis,EMEC1326718,Hesperapis arenicola,arenicola,EMEC1326718 Hesperapis arenicola.jpg,
75818043,249.0,1796,2045,597,596,0.2,98.18,1785,1883,1184,1190,Yes,Hesperapis,EMEC1326719,Hesperapis arenicola,arenicola,EMEC1326719 Hesperapis arenicola.jpg,
75818044,251.0,1787,2038,690,689,0.24,119.6,1832,1951,1277,1265,Yes,Hesperapis,EMEC1326720,Hesperapis arenicola,arenicola,EMEC1326720 Hesperapis arenicola.jpg,
75818045,244.02,1766,2010,613,610,0.24,118.04,1748,1866,1201,1198,Yes,Hesperapis,EMEC1326721,Hesperapis arenicola,arenicola,EMEC1326721 Hesperapis arenicola.jpg,
75818046,251.0,1798,2049,614,614,0.24,120.07,1737,1857,1220,1224,Yes,Hesperapis,EMEC1326722,Hesperapis arenicola,arenicola,EMEC1326722 Hesperapis arenicola.jpg,
75818047,150.0,1846,1996,598,597,0.29,86.02,1784,1870,1264,1266,Yes,Hesperapis,EMEC1326723,Hesperapis arenicola,arenicola,EMEC1326723 Hesperapis arenicola.jpg,
75818048,141.6,1799,1904,721,816,0.38,106.51,1745,1849,1276,1299,Yes,Hesperapis,EMEC1326724,Hesperapis arenicola,arenicola,EMEC1326724 Hesperapis arenicola.jpg,
75818049,248.0,1798,2046,607,608,0.15,72.44,1739,1811,1262,1254,Yes,Hesperapis,EMEC1326725,Hesperapis arenicola,arenicola,EMEC1326725 Hesperapis arenicola.jpg,
75818050,121.02,2096,2185,654,736,0.42,100.5,1775,1827,1257,1171,Yes,Hesperapis,EMEC1326726,Hesperapis arenicola,arenicola,EMEC1326726 Hesperapis arenicola.jpg,
75818051,250.0,1795,2045,598,598,0.24,118.51,1735,1853,1231,1220,Yes,Hesperapis,EMEC1326727,Hesperapis arenicola,arenicola,EMEC1326727 Hesperapis arenicola.jpg,
75818052,249.0,1797,2046,579,579,0.22,111.45,1713,1824,1179,1189,Yes,Hesperapis,EMEC1326728,Hesperapis arenicola,arenicola,EMEC1326728 Hesperapis arenicola.jpg,
75818053,148.07,1830,1928,513,624,0.42,123.04,1680,1803,1074,1071,Yes,Hesperapis,EMEC1326729,Hesperapis arenicola,arenicola,EMEC1326729 Hesperapis arenicola.jpg,
75818054,248.0,1797,2045,584,583,0.27,134.09,1698,1832,1265,1270,Yes,Hesperapis,EMEC1326730,Hesperapis arenicola,arenicola,EMEC1326730 Hesperapis arenicola.jpg,
75818055,210.64,1765,1954,720,813,0.31,131.06,1775,1906,1342,1338,Yes,Hesperapis,EMEC1326731,Hesperapis arenicola,arenicola,EMEC1326731 Hesperapis arenicola.jpg,
75818056,249.0,1799,2048,609,609,0.25,125.57,1778,1903,1308,1320,Yes,Hesperapis,EMEC1326732,Hesperapis arenicola,arenicola,EMEC1326732 Hesperapis arenicola.jpg,
75818057,242.0,1750,1992,604,604,0.23,110.04,1737,1847,1240,1237,Yes,Hesperapis,EMEC1326733,Hesperapis arenicola,arenicola,EMEC1326733 Hesperapis arenicola.jpg,
75818058,149.01,1901,2050,576,578,0.2,59.44,1840,1898,1296,1309,Yes,Hesperapis,EMEC1326734,Hesperapis arenicola,arenicola,EMEC1326734 Hesperapis arenicola.jpg,
75818059,247.01,1799,2046,597,599,0.26,129.03,1738,1867,1249,1246,Yes,Hesperapis,EMEC1326735,Hesperapis arenicola,arenicola,EMEC1326735 Hesperapis arenicola.jpg,
75818060,148.0,1850,1998,609,609,0.49,144.06,1764,1908,1060,1056,Yes,Hesperapis,EMEC1326736,Hesperapis arenicola,arenicola,EMEC1326736 Hesperapis arenicola.jpg,
75818061,232.11,1799,2007,700,803,0.26,119.34,1771,1890,1254,1245,Yes,Hesperapis,EMEC1326737,Hesperapis arenicola,arenicola,EMEC1326737 Hesperapis arenicola.jpg,
75818062,249.0,1799,2048,598,598,0.23,114.74,1774,1888,1208,1221,Yes,Hesperapis,EMEC1326738,Hesperapis arenicola,arenicola,EMEC1326738 Hesperapis arenicola.jpg,
75818063,244.01,1797,2041,592,594,0.22,106.38,1798,1904,1268,1277,Yes,Hesperapis,EMEC1326739,Hesperapis arenicola,arenicola,EMEC1326739 Hesperapis arenicola.jpg,
75818064,247.0,1800,2047,608,608,0.25,121.04,1817,1938,1292,1295,Yes,Hesperapis,EMEC1326740,Hesperapis arenicola,arenicola,EMEC1326740 Hesperapis arenicola.jpg,
75818065,150.0,1846,1996,575,576,0.34,101.18,1747,1848,1216,1210,Yes,Hesperapis,EMEC1326741,Hesperapis arenicola,arenicola,EMEC1326741 Hesperapis arenicola.jpg,
75818066,248.0,1797,2045,614,615,0.26,127.19,1716,1843,1140,1133,Yes,Hesperapis,EMEC1326742,Hesperapis arenicola,arenicola,EMEC1326742 Hesperapis arenicola.jpg,
75818067,246.0,1802,2048,595,594,0.23,115.52,1753,1868,1278,1289,Yes,Hesperapis,EMEC1326743,Hesperapis arenicola,arenicola,EMEC1326743 Hesperapis arenicola.jpg,
75818068,229.0,1788,2017,716,716,0.27,123.0,1702,1825,1217,1216,Yes,Hesperapis,EMEC1326744,Hesperapis arenicola,arenicola,EMEC1326744 Hesperapis arenicola.jpg,
75818069,236.59,1793,2019,929,999,0.39,183.93,1798,1924,1251,1385,Yes,Hesperapis,EMEC1326745,Hesperapis arenicola,arenicola,EMEC1326745 Hesperapis arenicola.jpg,
75818070,250.0,1751,2001,610,610,0.14,71.18,1825,1896,1159,1164,Yes,Hesperapis,EMEC1326746,Hesperapis arenicola,arenicola,EMEC1326746 Hesperapis arenicola.jpg,
75818071,48.01,1914,1962,607,608,0.64,61.39,1784,1844,1185,1198,Yes,Hesperapis,EMEC1326747,Hesperapis fuchsi,fuchsi,EMEC1326747 Hesperapis fuchsi.jpg,
75818072,156.0,1843,1999,600,601,0.31,97.08,1779,1876,1247,1243,Yes,Hesperapis,EMEC1326748,Hesperapis fuchsi,fuchsi,EMEC1326748 Hesperapis fuchsi.jpg,
75818073,153.0,1849,2002,520,519,0.21,63.03,1843,1906,1330,1328,Yes,Hesperapis,EMEC1326749,Hesperapis fuchsi,fuchsi,EMEC1326749 Hesperapis fuchsi.jpg,
75818074,240.05,1769,1998,926,998,0.26,126.78,1829,1936,1294,1362,Yes,Hesperapis,EMEC1326750,Hesperapis fuchsi,fuchsi,EMEC1326750 Hesperapis fuchsi.jpg,
75818075,51.01,1899,1950,595,594,0.1,10.2,1857,1867,1271,1269,Yes,Hesperapis,EMEC1326751,Hesperapis fuchsi,fuchsi,EMEC1326751 Hesperapis fuchsi.jpg,
75818076,250.0,1798,2048,613,613,0.18,88.02,1854,1942,1234,1232,Yes,Hesperapis,EMEC1326752,Hesperapis fuchsi,fuchsi,EMEC1326752 Hesperapis fuchsi.jpg,
75818077,149.0,1846,1995,612,611,0.26,78.23,1817,1895,1380,1374,Yes,Hesperapis,EMEC1326753,Hesperapis fuchsi,fuchsi,EMEC1326753 Hesperapis fuchsi.jpg,
75818078,211.62,1789,1988,723,795,0.23,98.13,1700,1798,1371,1376,Yes,Hesperapis,EMEC1326754,Hesperapis fuchsi,fuchsi,EMEC1326754 Hesperapis fuchsi.jpg,
75818079,151.0,1852,2003,602,602,0.28,86.02,1862,1948,1347,1349,Yes,Hesperapis,EMEC1326755,Hesperapis fuchsi,fuchsi,EMEC1326755 Hesperapis fuchsi.jpg,
75818080,209.75,1815,2012,716,788,0.19,77.67,1786,1830,1265,1329,Yes,Hesperapis,EMEC1326756,Hesperapis fuchsi,fuchsi,EMEC1326756 Hesperapis fuchsi.jpg,
75818081,252.0,1800,2052,593,592,0.12,61.4,1727,1788,1230,1223,Yes,Hesperapis,EMEC1326757,Hesperapis fuchsi,fuchsi,EMEC1326757 Hesperapis fuchsi.jpg,
75818082,213.03,1750,1944,670,758,0.23,97.01,1761,1858,1218,1219,Yes,Hesperapis,EMEC1326758,Hesperapis fuchsi,fuchsi,EMEC1326758 Hesperapis fuchsi.jpg,
75818083,247.0,1800,2047,599,600,0.11,54.0,1802,1856,1300,1300,Yes,Hesperapis,EMEC1326759,Hesperapis fuchsi,fuchsi,EMEC1326759 Hesperapis fuchsi.jpg,
75818084,247.0,1803,2050,607,606,0.15,75.03,1713,1788,1270,1272,Yes,Hesperapis,EMEC1326760,Hesperapis fuchsi,fuchsi,EMEC1326760 Hesperapis fuchsi.jpg,
75818085,244.0,1901,2145,565,564,0.15,70.88,1771,1791,1187,1255,Yes,Hesperapis,EMEC1326761,Hesperapis fuchsi,fuchsi,EMEC1326761 Hesperapis fuchsi.jpg,
75818086,152.0,1850,2002,613,613,0.16,49.25,1838,1887,1247,1252,Yes,Hesperapis,EMEC1326762,Hesperapis fuchsi,fuchsi,EMEC1326762 Hesperapis fuchsi.jpg,
75818087,252.02,1900,2152,577,574,0.14,69.58,1805,1874,1311,1302,No,Hesperapis,EMEC1326763,Hesperapis fuchsi,fuchsi,EMEC1326763 Hesperapis fuchsi.jpg,
75818088,150.0,1851,2001,608,608,0.22,67.19,1812,1879,1297,1302,Yes,Hesperapis,EMEC1326764,Hesperapis fuchsi,fuchsi,EMEC1326764 Hesperapis fuchsi.jpg,
75818089,237.0,1763,2000,593,594,0.14,65.76,1857,1922,1332,1342,Yes,Hesperapis,EMEC1326765,Hesperapis fuchsi,fuchsi,EMEC1326765 Hesperapis fuchsi.jpg,
75818090,242.0,1800,2042,616,615,0.17,84.01,1795,1878,1295,1308,Yes,Hesperapis,EMEC1326766,Hesperapis fuchsi,fuchsi,EMEC1326766 Hesperapis fuchsi.jpg,
75818091,246.0,1797,2043,597,598,0.15,75.43,1785,1860,1258,1250,Yes,Hesperapis,EMEC1326767,Hesperapis fuchsi,fuchsi,EMEC1326767 Hesperapis fuchsi.jpg,
75818092,254.01,1801,2055,604,602,0.16,81.1,1832,1913,1281,1285,Yes,Hesperapis,EMEC1326768,Hesperapis fuchsi,fuchsi,EMEC1326768 Hesperapis fuchsi.jpg,
75818093,245.0,1800,2045,602,601,0.1,51.04,1786,1837,1265,1263,Yes,Hesperapis,EMEC1326769,Hesperapis fuchsi,fuchsi,EMEC1326769 Hesperapis fuchsi.jpg,
75818094,153.0,1851,2004,602,602,0.24,72.25,1767,1839,1219,1225,Yes,Hesperapis,EMEC1326770,Hesperapis fuchsi,fuchsi,EMEC1326770 Hesperapis fuchsi.jpg,
75818095,246.0,1802,2048,604,603,0.18,86.47,1722,1808,1215,1224,Yes,Hesperapis,EMEC1326771,Hesperapis fuchsi,fuchsi,EMEC1326771 Hesperapis fuchsi.jpg,
75818096,248.0,1801,2049,591,590,0.19,94.34,1741,1835,1274,1266,Yes,Hesperapis,EMEC1326772,Hesperapis fuchsi,fuchsi,EMEC1326772 Hesperapis fuchsi.jpg,
75818097,124.96,1856,1952,712,792,0.41,102.0,1784,1886,1275,1274,Yes,Hesperapis,EMEC1326773,Hesperapis fuchsi,fuchsi,EMEC1326773 Hesperapis fuchsi.jpg,
75818098,148.0,1852,2000,602,602,0.07,21.19,1833,1853,1304,1311,Yes,Hesperapis,EMEC1326774,Hesperapis fuchsi,fuchsi,EMEC1326774 Hesperapis fuchsi.jpg,
75818099,248.0,1800,2048,605,606,0.18,87.57,1965,2052,1324,1334,Yes,Hesperapis,EMEC1326775,Hesperapis fuchsi,fuchsi,EMEC1326775 Hesperapis fuchsi.jpg,
75818100,151.0,1800,1951,609,608,0.3,90.27,1868,1958,1254,1247,Yes,Hesperapis,EMEC1326776,Hesperapis fuchsi,fuchsi,EMEC1326776 Hesperapis fuchsi.jpg,
75818101,250.0,1803,2053,599,599,0.15,74.01,1757,1831,1257,1256,Yes,Hesperapis,EMEC1326777,Hesperapis fuchsi,fuchsi,EMEC1326777 Hesperapis fuchsi.jpg,
75818102,211.24,1751,1951,702,770,0.2,86.09,1757,1843,1248,1244,Yes,Hesperapis,EMEC1326778,Hesperapis fuchsi,fuchsi,EMEC1326778 Hesperapis fuchsi.jpg,
75818103,254.0,1801,2055,580,580,0.14,73.03,1873,1946,1171,1169,Yes,Hesperapis,EMEC1326779,Hesperapis fuchsi,fuchsi,EMEC1326779 Hesperapis fuchsi.jpg,
75818104,242.0,1829,2071,591,592,0.17,81.02,1813,1894,1289,1287,Yes,Hesperapis,EMEC1326793,Hesperapis fuchsi,fuchsi,EMEC1326793 Hesperapis fuchsi.jpg,
75818105,212.84,1835,2036,722,792,0.21,88.09,1797,1885,1306,1302,Yes,Hesperapis,EMEC1326794,Hesperapis fuchsi,fuchsi,EMEC1326794 Hesperapis fuchsi.jpg,
75818106,247.0,1837,2084,581,581,0.13,62.39,1804,1866,1351,1344,Yes,Hesperapis,EMEC1326795,Hesperapis fuchsi,fuchsi,EMEC1326795 Hesperapis fuchsi.jpg,
75818107,251.0,1836,2087,600,599,0.04,18.44,1753,1771,1393,1389,No,Hesperapis,EMEC1326796,Hesperapis fuchsi,fuchsi,EMEC1326796 Hesperapis fuchsi.jpg,
75818108,249.0,1835,2084,601,602,0.16,79.0,1776,1855,1339,1339,Yes,Hesperapis,EMEC1326797,Hesperapis fuchsi,fuchsi,EMEC1326797 Hesperapis fuchsi.jpg,
75818109,249.0,1835,2084,600,599,0.03,13.04,1808,1795,1438,1437,No,Hesperapis,EMEC1326798,Hesperapis fuchsi,fuchsi,EMEC1326798 Hesperapis fuchsi.jpg,
75818110,145.0,2030,2175,613,613,0.31,90.2,1930,2020,1312,1318,Yes,Hesperapis,EMEC1326799,Hesperapis fuchsi,fuchsi,EMEC1326799 Hesperapis fuchsi.jpg,
75818111,249.0,1836,2085,603,603,0.17,83.1,1792,1875,1341,1345,Yes,Hesperapis,EMEC1326800,Hesperapis fuchsi,fuchsi,EMEC1326800 Hesperapis fuchsi.jpg,
75818112,243.0,1989,2232,592,591,0.21,102.12,1791,1893,1363,1358,Yes,Hesperapis,EMEC1326801,Hesperapis fuchsi,fuchsi,EMEC1326801 Hesperapis fuchsi.jpg,
75818113,249.0,1737,1986,521,521,0.11,57.01,1829,1886,1325,1326,Yes,Hesperapis,EMEC1326802,Hesperapis fuchsi,fuchsi,EMEC1326802 Hesperapis fuchsi.jpg,
75818114,250.0,1841,2091,590,589,0.17,87.09,1790,1877,1293,1289,Yes,Hesperapis,EMEC1326803,Hesperapis fuchsi,fuchsi,EMEC1326803 Hesperapis fuchsi.jpg,
75818115,255.0,1838,2093,573,573,0.17,89.05,1798,1887,1316,1313,Yes,Hesperapis,EMEC1326804,Hesperapis fuchsi,fuchsi,EMEC1326804 Hesperapis fuchsi.jpg,
75818116,249.0,1837,2086,608,609,0.17,85.09,1800,1885,1272,1276,Yes,Hesperapis,EMEC1326805,Hesperapis fuchsi,fuchsi,EMEC1326805 Hesperapis fuchsi.jpg,
75818117,148.0,1881,2029,604,603,0.18,53.24,1822,1875,1364,1359,Yes,Hesperapis,EMEC1326806,Hesperapis fuchsi,fuchsi,EMEC1326806 Hesperapis fuchsi.jpg,
75818118,247.0,1838,2085,600,601,0.16,80.6,1793,1872,1299,1283,Yes,Hesperapis,EMEC1326807,Hesperapis fuchsi,fuchsi,EMEC1326807 Hesperapis fuchsi.jpg,
75818119,248.02,1796,2044,628,631,0.11,53.04,1818,1871,1408,1410,Yes,Hesperapis,EMEC1326808,Hesperapis fuchsi,fuchsi,EMEC1326808 Hesperapis fuchsi.jpg,
75818120,252.0,1836,2088,601,600,0.2,99.0,1749,1848,1360,1360,Yes,Hesperapis,EMEC1326809,Hesperapis fuchsi,fuchsi,EMEC1326809 Hesperapis fuchsi.jpg,
75818121,147.0,1892,2039,602,601,0.28,83.49,1753,1836,1302,1293,Yes,Hesperapis,EMEC1326810,Hesperapis fuchsi,fuchsi,EMEC1326810 Hesperapis fuchsi.jpg,
75818122,253.02,1835,2088,588,585,0.17,83.55,1834,1916,1378,1362,Yes,Hesperapis,EMEC1326811,Hesperapis fuchsi,fuchsi,EMEC1326811 Hesperapis fuchsi.jpg,
75818123,151.0,1887,2038,601,600,0.29,87.01,1804,1891,1357,1356,Yes,Hesperapis,EMEC1326812,Hesperapis fuchsi,fuchsi,EMEC1326812 Hesperapis fuchsi.jpg,
75818124,207.45,1837,2034,716,781,0.28,117.0,1773,1890,1306,1305,Yes,Hesperapis,EMEC1326813,Hesperapis fuchsi,fuchsi,EMEC1326813 Hesperapis fuchsi.jpg,
75818125,249.0,1836,2085,601,601,0.17,84.1,1776,1860,1360,1364,Yes,Hesperapis,EMEC1326814,Hesperapis fuchsi,fuchsi,EMEC1326814 Hesperapis fuchsi.jpg,
75818126,249.0,1835,2084,597,598,0.14,70.18,1844,1914,1328,1323,Yes,Hesperapis,EMEC1326815,Hesperapis fuchsi,fuchsi,EMEC1326815 Hesperapis fuchsi.jpg,
75818127,255.0,1836,2091,594,594,0.02,12.17,1780,1768,1414,1416,No,Hesperapis,EMEC1326816,Hesperapis fuchsi,fuchsi,EMEC1326816 Hesperapis fuchsi.jpg,
75818128,242.02,1834,2076,606,609,0.11,53.24,1845,1898,1362,1357,Yes,Hesperapis,EMEC1326817,Hesperapis fuchsi,fuchsi,EMEC1326817 Hesperapis fuchsi.jpg,
75818129,252.0,1933,2185,588,587,0.17,84.38,1831,1915,1345,1337,Yes,Hesperapis,EMEC1326818,Hesperapis fuchsi,fuchsi,EMEC1326818 Hesperapis fuchsi.jpg,
75818130,248.0,1846,2094,627,626,0.21,102.18,1791,1893,1317,1311,Yes,Hesperapis,EMEC1326819,Hesperapis fuchsi,fuchsi,EMEC1326819 Hesperapis fuchsi.jpg,
